# Created by Octave 5.2.0, Thu Dec 17 18:28:21 2020 GMT <unknown@BigBang>
# name: C
# type: matrix
# rows: 1000
# columns: 3
 3236 22 1
 2729 30 2
 3000 22 1
 2916 33 2
 2304 6 3
 2446 2 6
 3017 23 1
 3250 38 1
 2588 29 2
 3242 22 1
 2665 11 3
 3194 31 2
 3216 23 1
 2823 23 1
 2944 20 1
 3095 23 1
 3261 22 1
 3146 29 2
 2834 30 2
 3131 33 2
 3295 29 1
 2271 10 3
 3258 38 1
 2649 4 1
 3030 29 2
 3017 29 1
 2740 12 2
 2674 29 2
 3088 23 1
 3010 31 2
 2768 29 2
 2882 20 2
 2950 32 1
 2944 29 2
 3055 33 1
 3280 40 2
 3029 29 1
 2970 32 2
 3033 23 1
 2991 29 2
 3009 32 2
 3192 22 1
 2958 12 2
 2703 32 6
 2824 32 1
 3206 22 1
 2973 10 2
 2757 33 2
 2745 29 2
 2821 32 2
 2939 29 2
 3127 33 1
 2919 33 2
 3228 39 1
 3175 39 1
 2684 10 2
 2757 33 2
 2898 29 2
 2628 4 3
 2432 10 6
 2854 30 2
 3001 24 1
 2930 29 1
 2741 11 5
 2905 31 2
 3266 32 1
 2309 6 3
 2690 29 2
 3063 21 1
 2768 24 6
 3034 29 2
 3250 38 7
 3055 29 1
 3149 29 1
 2361 10 6
 3086 29 2
 3112 23 2
 2692 10 2
 2718 30 2
 2859 20 1
 2124 1 3
 3057 30 1
 3191 30 1
 3188 31 1
 2188 10 3
 2941 33 2
 2975 29 2
 3291 29 1
 2437 10 3
 3158 33 2
 3208 29 1
 3006 19 1
 3216 22 1
 2972 29 1
 2970 33 2
 3237 33 1
 1926 10 3
 3023 32 2
 3107 33 2
 2652 2 3
 3076 33 1
 3007 32 1
 3060 29 1
 3140 29 1
 2471 10 2
 3180 24 1
 3086 23 1
 2506 3 3
 2714 2 2
 3221 33 2
 3041 29 1
 2645 12 2
 3067 29 2
 3246 31 1
 3122 29 1
 2733 33 2
 3258 22 1
 3177 33 1
 2640 30 2
 3288 38 1
 2690 29 2
 3024 32 2
 2960 23 2
 2893 29 1
 3071 13 1
 3115 23 1
 2993 29 2
 2759 29 2
 3113 20 1
 2932 33 1
 2196 4 4
 2989 32 2
 3072 24 1
 2780 33 2
 3012 24 1
 2771 29 2
 3098 22 1
 3365 32 7
 2713 29 2
 2957 32 2
 2899 29 2
 3068 23 1
 2849 23 1
 3247 24 1
 3237 24 2
 3076 22 1
 2805 23 2
 2696 10 2
 3174 23 1
 3157 23 1
 3101 23 1
 2463 6 3
 2758 24 5
 2801 26 2
 2797 13 5
 2970 29 1
 3183 31 2
 3279 29 1
 2927 29 2
 3044 12 2
 3333 38 1
 3103 29 1
 2629 30 2
 2825 23 1
 2419 10 6
 3247 38 7
 2987 23 1
 2955 30 2
 3009 29 2
 2534 29 2
 3221 31 1
 3246 32 2
 3280 39 1
 2998 22 1
 3004 22 2
 3182 23 1
 2661 29 2
 2911 23 1
 3189 29 1
 2819 20 2
 2801 12 2
 3340 37 7
 2925 12 2
 3221 29 1
 3089 13 2
 2895 29 2
 3223 23 2
 2690 4 3
 2985 29 2
 3211 39 1
 2670 13 6
 2880 29 2
 3393 31 1
 3073 29 2
 3228 33 1
 3012 24 2
 3222 22 1
 2946 29 1
 3211 29 1
 2757 32 2
 2833 29 2
 3013 32 2
 2411 6 3
 2815 33 2
 3201 29 1
 3120 29 1
 2929 12 2
 3398 38 7
 2665 33 2
 2958 23 2
 3293 23 2
 2943 29 2
 2753 12 2
 3263 38 1
 3193 32 1
 2959 32 2
 2558 29 2
 2467 4 6
 3251 22 1
 2855 12 1
 3250 33 1
 3122 29 2
 2886 23 2
 2781 13 2
 3220 30 2
 3425 38 1
 2585 10 2
 3273 32 1
 3055 33 1
 3351 38 1
 2839 29 2
 3308 22 1
 3160 23 1
 2943 31 2
 2963 29 2
 3214 27 1
 3097 33 1
 3024 23 1
 3251 33 1
 3195 39 1
 2945 29 2
 2711 12 2
 3177 23 1
 2885 29 2
 3052 24 1
 2698 29 2
 2965 23 2
 2831 32 2
 3238 29 1
 3099 29 2
 3051 21 1
 3325 31 1
 3119 22 1
 3146 29 1
 3022 23 1
 2393 10 3
 3115 23 1
 2757 20 2
 3018 12 2
 2975 29 2
 3106 30 1
 3262 13 1
 2400 3 6
 3191 29 2
 2808 2 3
 3026 24 2
 2793 24 2
 2959 31 2
 2698 13 2
 3362 23 1
 2810 24 2
 3251 38 7
 2698 10 2
 3028 22 2
 3003 29 2
 3163 24 1
 2990 33 1
 2856 26 2
 2283 2 3
 2883 32 5
 2739 29 2
 3215 29 1
 2618 33 2
 2512 4 3
 3187 33 1
 2957 32 2
 2831 29 2
 2706 12 2
 2597 13 6
 2388 2 6
 3031 20 2
 3224 33 1
 2681 29 2
 2868 11 2
 2839 13 2
 3244 32 1
 3201 29 1
 3148 33 2
 3146 29 1
 3035 29 1
 2278 4 3
 2900 23 2
 3452 40 7
 2041 17 4
 2826 30 2
 2768 13 2
 2425 4 3
 3078 32 2
 2924 10 2
 3297 29 2
 3328 39 7
 2326 10 6
 2618 4 3
 3030 32 2
 2849 12 2
 2655 29 2
 2626 13 6
 2994 32 1
 2938 31 2
 2842 10 1
 3131 33 2
 2852 10 2
 2780 31 2
 3016 23 1
 2916 32 2
 3054 29 1
 2766 29 2
 2717 12 2
 2982 29 2
 2817 13 1
 3023 30 1
 3127 29 2
 3256 29 1
 3223 32 1
 2458 10 2
 2933 29 1
 3280 29 2
 3020 29 1
 3188 32 1
 2842 23 2
 3155 22 1
 2959 23 1
 2788 29 2
 2887 29 1
 2784 24 2
 3105 23 1
 3314 40 1
 2659 4 3
 3298 23 1
 2978 23 2
 3052 23 1
 2983 32 2
 2939 29 2
 3139 30 1
 3376 38 7
 2867 24 1
 3232 22 1
 3020 32 2
 3119 23 1
 2914 33 2
 2763 29 2
 2528 23 2
 2969 13 2
 3195 19 1
 3001 29 2
 2925 30 2
 3124 33 2
 2839 23 1
 3162 29 2


